,ad_price,ad_area,ad_latitude,ad_longitude,censustract_id,ad_postalcode,ad_floornumber,ad_bathnumber,ad_haslift,ad_hasparkingspace,tamaños
2100,14863,646,41.403335,2.1909387,801910042.0,8018.0,8,4,1,0,2
2101,780,66,41.4107035,2.1382944,801905096.0,8022.0,4,1,1,0,1
2102,1650,300,41.3857074,2.1671891,801901021.0,8001.0,5,0,1,0,2
2103,28554,1241,41.3947491,2.1980278,801910056.0,8005.0,6,2,1,0,3
2104,2900,150,41.3924177,2.1437814,801905059.0,8021.0,7,2,1,0,1
2105,36060,1568,41.3923491,2.1986278,801910056.0,8005.0,5,2,1,0,3
2106,3950,500,41.3875111,2.1642823,801902079.0,8008.0,5,0,1,0,2
2107,5985,315,41.3581352,2.1396898,801903030.0,8038.0,3,0,1,0,2
2108,53004,2524,41.3580221,2.1390957,801903030.0,8038.0,20,6,1,0,3
2109,23978,1262,41.3586221,2.1426957,801903030.0,8038.0,19,0,1,0,3
